,,21-Jan-09,,,
Anthem AV pre/pro RS-232 commands,,,,,
Main Zone Specific Commands,,,,,
P1VL?,,query current main zone LFE volume returns P1VLsxx.x (returns P1VL +0.0 if no signal),,,
P1LM?,,query Main zone master balance returns P1LMsxx.x,,,
P1LF?,,query Main zone front balance returns P1LFsxx.x,,,
P1LR?,,query Main zone surround balance returns P1LRsxx.x,,,
P1LB?,,query Main zone back/rear balance returns P1LBsxx.x,,,
P1BM?,,query Main zone master bass returns P1BMsxx.x,,,
P1BC?,,query Main zone center bass returns P1BCsxx.x,,,
P1BF?,,query Main zone front bass returns P1BFsxx.x,,,
P1BR?,,query Main zone surround bass returns P1BRsxx.x,,,
P1BB?,,query Main zone rear/back bass returns P1BBsxx.x,,,
P1TM?,,query Main zone master treble returns P1TMsxx.x,,,
P1TC?,,query Main zone center treble returns P1TCsxx.x,,,
P1TF?,,query Main zone front treble returns P1TFsxx.x,,,
P1TR?,,query Main zone surround treble returns P1TRsxx.x,,,
P1TB?,,query Main zone rear/back treble returns P1TBsxx.x,,,
P1TE?,,query Main zone tone controls enabled returns P1TEx,,,
P1?,,"query main zone status: returns P1SxVsyy.yMnDuEv (or P1XxzVsyy.yMnDuEv if in simulcast where x is audio source and z is video source) where x is source, syy.y is volume, n is mute state, u is decoder status (see P1D? command) and v is stereo effect",,,
P1E?,,query current main zone stereo input surround effect: returns P1Eyx,,,
P1EF?,,query current main zone Dolby Digital 2.0 surround encoded (i.e. flagged) input surround effect: returns P1EFyx,,,
P1EE?,,query current main zone Dolby Digital EX encoded (i.e. flagged) input effect status: returns P1EEyx,,,
P1ES?,,query current main zone DTS ES Matrix encoded input effect status: returns P1ESyx,,,
P1ET?,,query current main zone stereo input THX status: returns P1ETyx,,,
P1EU?,,query current main zone Dolby Digital 2.0 surround encoded (i.e. flagged) input THX status: returns P1EUyx,,,
P1EX?,,"query current main zone DD-5.1 input effect status: returns P1EXyx. Note that for older firmware that did not have a ""P1EY?"" command, this returns the 6.0 input effect for source 6-Ch SE.",,,
P1EY?,,query current main zone 6.0 input (analog or PCM) effect status: returns P1EXyx.,,,
P1ED?,,query current main zone DTS-5.1 input effect status: returns P1EDyx,,,
P1EMP?,,query current main zone Dolby Prologic Music Mode panorama: return P1EMPyx,,,
P1EMC?,,query current main zone Dolby Prologic Music Mode center width: return P1EMCyx,,,
P1EMD?,,query current main zone Dolby Prologic Music Mode dimension: return P1EMDyx,,,
P1EMG?,,query current main zone DTS Neo:6 center gain: return P1EMGyx,,,
P1ED?,,query current main zone DTS-5.1 THX Ultra2 status: returns P1EDyx,,,
P1ER?,,query current main zone THX front channel RE-EQ status when THX is on: returns P1ERyx,,,
P1EN?,,query current main zone THX front channel RE-EQ status when THX is off: returns P1ENyx,,,
P1C?,,query current main zone dynamic range compression in Dolby Digital modes: returns P1Cx,,,
P1D?,,query main zone decoder status: returns P1Dnx where current decoder mode for source n is x,,,
,,"where x = 0,1,2,3…6 (0=stereo source, 1=Dolby AC-3 source, 2=DTS source, 3=MPEG source, 4=6-ch source, 5=2-ch analog direct source, 6=no signal, 7=Dolby Digital Plus, 8=Dolby TrueHD, 9=DTS-HD) ",,,
P1DF?,,query main zone decoder surround flagged status: returns P1DFnx where current decoder mode for source n is x,,,
,,"where x=0,1,2…a (0=no signal, 1=mono,2=2ch not surround flagged, 3=2ch flagged eg DD-2.0 flagged for PL on, 4=more than 2 ch not flagged DD eg DD-5.1, 5=DD-5.1 EX flagged, 6=more than 2 ch not flagged DTS eg DTS-5.1, 7=DTS ES Matrix flagged, 8=DTS ES Discrete, 9=6ch analog or PCM, a=7.1 or 8 channels)",,,
P1DS?,,"Query the main zone audio source type, as displayed in the top middle of the front panel. It returns P1DSnx where the x=0 to e (0=Digital, 1= DTS 96/24, 2=Analog DSP, 3=Analog Direct, 4=Auto Digital, 5=DTS-HD Low Bit Rate, 6=DTS-HD Master Audio, 7=DTS-ES Discrete, 8=DTS-ES Matrix, 9=PCM, a=Dolby Digital, b=DTS Digital Surround, c=Dolby Digital Plus, d=Dolby TrueHD, e=DTS-HD High Resolution)",,,
P1A?,,query main zone AC3 status: returns P1Anx where current AC3 status for source n is x,,,
,,"and x=0,1,2(0=source not AC3,1=source 2 channel AC3,2=source multichannel (surround) AC3)",,,
P1AD?,,query main zone AC3 dialog normalization status: returns P1ADnx where current AC3 status for source n is x,,,
,,and x=dialog normalization in dB (0=source not AC3...),,,
